folder,dta,pos,variable,label,col_type
34y,bcs_2004_followup.dta,1742,b7vcdte3,Whether year when BTEC qualification awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,1743,b7vyar3,Year when BTEC qualification awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,1744,b7vlc3,Place where BTEC qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,1745,b7vfpt3,BTEC qualification done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,1746,b7xva4,(Qual) BTEC qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1747,b7btcev4,Level of BTEC qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1748,b7vcdte4,Whether year when BTEC qualification awarded is known - 04,dbl+lbl
34y,bcs_2004_followup.dta,1749,b7vyar4,Year when BTEC qualification awarded - 04,dbl+lbl
34y,bcs_2004_followup.dta,1750,b7vlc4,Place where BTEC qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1751,b7vfpt4,BTEC qualification done full-time or part-time - 04,dbl+lbl
34y,bcs_2004_followup.dta,1752,b7xva5,(Qual) BTEC qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1753,b7btcev5,Level of BTEC qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1754,b7vcdte5,Whether year when BTEC qualification awarded is known - 05,dbl+lbl
34y,bcs_2004_followup.dta,1755,b7vyar5,Year when BTEC qualification awarded - 05,dbl+lbl
34y,bcs_2004_followup.dta,1756,b7vlc5,Place where BTEC qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1757,b7vfpt5,BTEC qualification done full-time or part-time - 05,dbl+lbl
34y,bcs_2004_followup.dta,1758,b7xva6,(Qual) BTEC qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1759,b7btcev6,Level of BTEC qualification obtained - 06,dbl+lbl
34y,bcs_2004_followup.dta,1760,b7vcdte6,Whether year when BTEC qualification awarded is known - 06,dbl+lbl
34y,bcs_2004_followup.dta,1761,b7vyar6,Year when BTEC qualification awarded - 06,dbl+lbl
34y,bcs_2004_followup.dta,1762,b7vlc6,Place where BTEC qualification obtained - 06,dbl+lbl
34y,bcs_2004_followup.dta,1763,b7vfpt6,BTEC qualification done full-time or part-time - 06,dbl+lbl
34y,bcs_2004_followup.dta,1764,b7xva7,(Qual) BTEC qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1765,b7btcev7,Level of BTEC qualification obtained - 07,dbl+lbl
34y,bcs_2004_followup.dta,1766,b7vcdte7,Whether year when BTEC qualification awarded is known - 07,dbl+lbl
34y,bcs_2004_followup.dta,1767,b7vfpt7,BTEC qualification done full-time or part-time - 07,dbl+lbl
34y,bcs_2004_followup.dta,1768,b7btcev8,Level of BTEC qualification obtained - 08,dbl+lbl
34y,bcs_2004_followup.dta,1769,b7vcdte8,Whether year when BTEC qualification awarded is known - 08,dbl+lbl
34y,bcs_2004_followup.dta,1770,b7vfpt8,BTEC qualification done full-time or part-time - 08,dbl+lbl
34y,bcs_2004_followup.dta,1771,b7btcev9,Level of BTEC qualification obtained - 09,dbl+lbl
34y,bcs_2004_followup.dta,1772,b7vcdte9,Whether year when BTEC qualification awarded is known - 09,dbl+lbl
34y,bcs_2004_followup.dta,1773,b7vfpt9,BTEC qualification done full-time or part-time - 09,dbl+lbl
34y,bcs_2004_followup.dta,1774,b7btce10,Level of BTEC qualification obtained - 10,dbl+lbl
34y,bcs_2004_followup.dta,1775,b7vcdt10,Whether year when BTEC qualification awarded is known - 10,dbl+lbl
34y,bcs_2004_followup.dta,1776,b7vfp10,BTEC qualification done full-time or part-time - 10,dbl+lbl
34y,bcs_2004_followup.dta,1777,b7vocciy,Number of City and Guilds qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,1778,b7xva16,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1779,b7xvb16,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1780,b7ctyev,Level of City and Guilds qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,1781,b7vcdt16,Whether year when City and Guilds qualification awarded is known - 01,dbl+lbl
34y,bcs_2004_followup.dta,1782,b7vya16,Year when City and Guilds qualification awarded - 01,dbl+lbl
34y,bcs_2004_followup.dta,1783,b7vlc16,Place where City and Guilds qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,1784,b7vfp16,City and Guilds qualification done full-time or part-time - 01,dbl+lbl
34y,bcs_2004_followup.dta,1785,b7xva17,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1786,b7xvb17,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1787,b7ctyev2,Level of City and Guilds qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,1788,b7vcdt17,Whether year when City and Guilds qualification awarded is known - 02,dbl+lbl
34y,bcs_2004_followup.dta,1789,b7vya17,Year when City and Guilds qualification awarded - 02,dbl+lbl
34y,bcs_2004_followup.dta,1790,b7vlc17,Place where City and Guilds qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,1791,b7vfp17,City and Guilds qualification done full-time or part-time - 02,dbl+lbl
34y,bcs_2004_followup.dta,1792,b7xva18,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1793,b7xvb18,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1794,b7ctyev3,Level of City and Guilds qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,1795,b7vcdt18,Whether year when City and Guilds qualification awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,1796,b7vya18,Year when City and Guilds qualification awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,1797,b7vlc18,Place where City and Guilds qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,1798,b7vfp18,City and Guilds qualification done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,1799,b7xva19,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1800,b7ctyev4,Level of City and Guilds qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1801,b7vcdt19,Whether year when City and Guilds qualification awarded is known - 04,dbl+lbl
34y,bcs_2004_followup.dta,1802,b7vya19,Year when City and Guilds qualification awarded - 04,dbl+lbl
34y,bcs_2004_followup.dta,1803,b7vlc19,Place where City and Guilds qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1804,b7vfp19,City and Guilds qualification done full-time or part-time - 04,dbl+lbl
34y,bcs_2004_followup.dta,1805,b7xva20,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1806,b7ctyev5,Level of City and Guilds qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1807,b7vcdt20,Whether year when City and Guilds qualification awarded is known - 05,dbl+lbl
34y,bcs_2004_followup.dta,1808,b7vya20,Year when City and Guilds qualification awarded - 05,dbl+lbl
34y,bcs_2004_followup.dta,1809,b7vlc20,Place where City and Guilds qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1810,b7vfp20,City and Guilds qualification done full-time or part-time - 05,dbl+lbl
34y,bcs_2004_followup.dta,1811,b7xva21,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1812,b7ctyev6,Level of City and Guilds qualification obtained - 06,dbl+lbl
34y,bcs_2004_followup.dta,1813,b7vcdt21,Whether year when City and Guilds qualification awarded is known - 06,dbl+lbl
34y,bcs_2004_followup.dta,1814,b7vya21,Year when City and Guilds qualification awarded - 06,dbl+lbl
34y,bcs_2004_followup.dta,1815,b7vlc21,Place where City and Guilds qualification obtained - 06,dbl+lbl
34y,bcs_2004_followup.dta,1816,b7vfp21,City and Guilds qualification done full-time or part-time - 06,dbl+lbl
34y,bcs_2004_followup.dta,1817,b7xva22,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1818,b7ctyev7,Level of City and Guilds qualification obtained - 07,dbl+lbl
34y,bcs_2004_followup.dta,1819,b7vcdt22,Whether year when City and Guilds qualification awarded is known - 07,dbl+lbl
34y,bcs_2004_followup.dta,1820,b7vya22,Year when City and Guilds qualification awarded - 07,dbl+lbl
34y,bcs_2004_followup.dta,1821,b7vlc22,Place where City and Guilds qualification obtained - 07,dbl+lbl
34y,bcs_2004_followup.dta,1822,b7vfp22,City and Guilds qualification done full-time or part-time - 07,dbl+lbl
34y,bcs_2004_followup.dta,1823,b7xva23,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1824,b7ctyev8,Level of City and Guilds qualification obtained - 08,dbl+lbl
34y,bcs_2004_followup.dta,1825,b7vcdt23,Whether year when City and Guilds qualification awarded is known - 08,dbl+lbl
34y,bcs_2004_followup.dta,1826,b7vya23,Year when City and Guilds qualification awarded - 08,dbl+lbl
34y,bcs_2004_followup.dta,1827,b7vlc23,Place where City and Guilds qualification obtained - 08,dbl+lbl
34y,bcs_2004_followup.dta,1828,b7vfp23,City and Guilds qualification done full-time or part-time - 08,dbl+lbl
34y,bcs_2004_followup.dta,1829,b7xva24,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1830,b7ctyev9,Level of City and Guilds qualification obtained - 09,dbl+lbl
34y,bcs_2004_followup.dta,1831,b7vcdt24,Whether year when City and Guilds qualification awarded is known - 09,dbl+lbl
34y,bcs_2004_followup.dta,1832,b7vya24,Year when City and Guilds qualification awarded - 09,dbl+lbl
34y,bcs_2004_followup.dta,1833,b7vlc24,Place where City and Guilds qualification obtained - 09,dbl+lbl
34y,bcs_2004_followup.dta,1834,b7vfp24,City and Guilds qualification done full-time or part-time - 09,dbl+lbl
34y,bcs_2004_followup.dta,1835,b7xva25,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1836,b7ctye10,Level of City and Guilds qualification obtained - 10,dbl+lbl
34y,bcs_2004_followup.dta,1837,b7vcdt25,Whether year when City and Guilds qualification awarded is known - 10,dbl+lbl
34y,bcs_2004_followup.dta,1838,b7vya25,Year when City and Guilds qualification awarded - 10,dbl+lbl
34y,bcs_2004_followup.dta,1839,b7vlc25,Place where City and Guilds qualification obtained - 10,dbl+lbl
34y,bcs_2004_followup.dta,1840,b7vfp25,City and Guilds qualification done full-time or part-time - 10,dbl+lbl
34y,bcs_2004_followup.dta,1841,b7xva26,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1842,b7xvb26,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1843,b7ctye11,Level of City and Guilds qualification obtained - 11,dbl+lbl
34y,bcs_2004_followup.dta,1844,b7vcdt26,Whether year when City and Guilds qualification awarded is known - 11,dbl+lbl
34y,bcs_2004_followup.dta,1845,b7vya26,Year when City and Guilds qualification awarded - 11,dbl+lbl
34y,bcs_2004_followup.dta,1846,b7vlc26,Place where City and Guilds qualification obtained - 11,dbl+lbl
34y,bcs_2004_followup.dta,1847,b7vfp26,City and Guilds qualification done full-time or part-time - 11,dbl+lbl
34y,bcs_2004_followup.dta,1848,b7xva27,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1849,b7ctye12,Level of City and Guilds qualification obtained - 12,dbl+lbl
34y,bcs_2004_followup.dta,1850,b7vcdt27,Whether year when City and Guilds qualification awarded is known - 12,dbl+lbl
34y,bcs_2004_followup.dta,1851,b7vlc27,Place where City and Guilds qualification obtained - 12,dbl+lbl
34y,bcs_2004_followup.dta,1852,b7vfp27,City and Guilds qualification done full-time or part-time - 12,dbl+lbl
34y,bcs_2004_followup.dta,1853,b7xva28,(Qual) City and Guilds qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1854,b7ctye13,Level of City and Guilds qualification obtained - 13,dbl+lbl
34y,bcs_2004_followup.dta,1855,b7vcdt28,Whether year when City and Guilds qualification awarded is known - 13,dbl+lbl
34y,bcs_2004_followup.dta,1856,b7vlc28,Place where City and Guilds qualification obtained - 13,dbl+lbl
34y,bcs_2004_followup.dta,1857,b7vfp28,City and Guilds qualification done full-time or part-time - 13,dbl+lbl
34y,bcs_2004_followup.dta,1858,b7vocrsa,Number of RSA qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,1859,b7xva31,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1860,b7xvb31,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1861,b7rsal,Level of RSA qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,1862,b7vcdt31,Whether year when RSA qualification awarded is known - 01,dbl+lbl
34y,bcs_2004_followup.dta,1863,b7vya31,Year when RSA qualification awarded - 01,dbl+lbl
34y,bcs_2004_followup.dta,1864,b7vlc31,Place where RSA qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,1865,b7vfp31,RSA qualification done full-time or part-time - 01,dbl+lbl
34y,bcs_2004_followup.dta,1866,b7xva32,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1867,b7xvb32,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1868,b7rsal2,Level of RSA qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,1869,b7vcdt32,Whether year when RSA qualification awarded is known - 02,dbl+lbl
34y,bcs_2004_followup.dta,1870,b7vya32,Year when RSA qualification awarded - 02,dbl+lbl
34y,bcs_2004_followup.dta,1871,b7vlc32,Place where RSA qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,1872,b7vfp32,RSA qualification done full-time or part-time - 02,dbl+lbl
34y,bcs_2004_followup.dta,1873,b7xva33,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1874,b7xvb33,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1875,b7rsal3,Level of RSA qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,1876,b7vcdt33,Whether year when RSA qualification awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,1877,b7vya33,Year when RSA qualification awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,1878,b7vlc33,Place where RSA qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,1879,b7vfp33,RSA qualification done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,1880,b7xva34,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1881,b7rsal4,Level of RSA qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1882,b7vcdt34,Whether year when RSA qualification awarded is known - 04,dbl+lbl
34y,bcs_2004_followup.dta,1883,b7vya34,Year when RSA qualification awarded - 04,dbl+lbl
34y,bcs_2004_followup.dta,1884,b7vlc34,Place where RSA qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1885,b7vfp34,RSA qualification done full-time or part-time - 04,dbl+lbl
34y,bcs_2004_followup.dta,1886,b7xva35,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1887,b7rsal5,Level of RSA qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1888,b7vcdt35,Whether year when RSA qualification awarded is known - 05,dbl+lbl
34y,bcs_2004_followup.dta,1889,b7vya35,Year when RSA qualification awarded - 05,dbl+lbl
34y,bcs_2004_followup.dta,1890,b7vlc35,Place where RSA qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1891,b7vfp35,RSA qualification done full-time or part-time - 05,dbl+lbl
34y,bcs_2004_followup.dta,1892,b7xva36,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1893,b7rsal6,Level of RSA qualification obtained - 06,dbl+lbl
34y,bcs_2004_followup.dta,1894,b7vcdt36,Whether year when RSA qualification awarded is known - 06,dbl+lbl
34y,bcs_2004_followup.dta,1895,b7vya36,Year when RSA qualification awarded - 06,dbl+lbl
34y,bcs_2004_followup.dta,1896,b7vlc36,Place where RSA qualification obtained - 06,dbl+lbl
34y,bcs_2004_followup.dta,1897,b7vfp36,RSA qualification done full-time or part-time - 06,dbl+lbl
34y,bcs_2004_followup.dta,1898,b7xva37,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1899,b7rsal7,Level of RSA qualification obtained - 07,dbl+lbl
34y,bcs_2004_followup.dta,1900,b7vcdt37,Whether year when RSA qualification awarded is known - 07,dbl+lbl
34y,bcs_2004_followup.dta,1901,b7vya37,Year when RSA qualification awarded - 07,dbl+lbl
34y,bcs_2004_followup.dta,1902,b7vlc37,Place where RSA qualification obtained - 07,dbl+lbl
34y,bcs_2004_followup.dta,1903,b7vfp37,RSA qualification done full-time or part-time - 07,dbl+lbl
34y,bcs_2004_followup.dta,1904,b7xva38,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1905,b7rsal8,Level of RSA qualification obtained - 08,dbl+lbl
34y,bcs_2004_followup.dta,1906,b7vcdt38,Whether year when RSA qualification awarded is known - 08,dbl+lbl
34y,bcs_2004_followup.dta,1907,b7vya38,Year when RSA qualification awarded - 08,dbl+lbl
34y,bcs_2004_followup.dta,1908,b7vlc38,Place where RSA qualification obtained - 08,dbl+lbl
34y,bcs_2004_followup.dta,1909,b7vfp38,RSA qualification done full-time or part-time - 08,dbl+lbl
34y,bcs_2004_followup.dta,1910,b7xva39,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1911,b7rsal9,Level of RSA qualification obtained - 09,dbl+lbl
34y,bcs_2004_followup.dta,1912,b7vcdt39,Whether year when RSA qualification awarded is known - 09,dbl+lbl
34y,bcs_2004_followup.dta,1913,b7vya39,Year when RSA qualification awarded - 09,dbl+lbl
34y,bcs_2004_followup.dta,1914,b7vlc39,Place where RSA qualification obtained - 09,dbl+lbl
34y,bcs_2004_followup.dta,1915,b7vfp39,RSA qualification done full-time or part-time - 09,dbl+lbl
34y,bcs_2004_followup.dta,1916,b7xva40,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1917,b7rsal10,Level of RSA qualification obtained - 10,dbl+lbl
34y,bcs_2004_followup.dta,1918,b7vcdt40,Whether year when RSA qualification awarded is known - 10,dbl+lbl
34y,bcs_2004_followup.dta,1919,b7vya40,Year when RSA qualification awarded - 10,dbl+lbl
34y,bcs_2004_followup.dta,1920,b7vlc40,Place where RSA qualification obtained - 10,dbl+lbl
34y,bcs_2004_followup.dta,1921,b7vfp40,RSA qualification done full-time or part-time - 10,dbl+lbl
34y,bcs_2004_followup.dta,1922,b7xva41,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1923,b7rsal11,Level of RSA qualification obtained - 11,dbl+lbl
34y,bcs_2004_followup.dta,1924,b7vcdt41,Whether year when RSA qualification awarded is known - 11,dbl+lbl
34y,bcs_2004_followup.dta,1925,b7vya41,Year when RSA qualification awarded - 11,dbl+lbl
34y,bcs_2004_followup.dta,1926,b7vlc41,Place where RSA qualification obtained - 11,dbl+lbl
34y,bcs_2004_followup.dta,1927,b7vfp41,RSA qualification done full-time or part-time - 11,dbl+lbl
34y,bcs_2004_followup.dta,1928,b7xva42,(Qual) RSA qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1929,b7rsal12,Level of RSA qualification obtained - 12,dbl+lbl
34y,bcs_2004_followup.dta,1930,b7vcdt42,Whether year when RSA qualification awarded is known - 12,dbl+lbl
34y,bcs_2004_followup.dta,1931,b7vya42,Year when RSA qualification awarded - 12,dbl+lbl
34y,bcs_2004_followup.dta,1932,b7vlc42,Place where RSA qualification obtained - 12,dbl+lbl
34y,bcs_2004_followup.dta,1933,b7vfp42,RSA qualification done full-time or part-time - 12,dbl+lbl
34y,bcs_2004_followup.dta,1934,b7vocpim,Number of Pitmans qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,1935,b7xva46,(Qual) Pitmans qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1936,b7xvb46,(Qual) Pitmans qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1937,b7pitl,Level of Pitmans qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,1938,b7vcdt46,Whether year when Pitmans qualification awarded is known - 01,dbl+lbl
34y,bcs_2004_followup.dta,1939,b7vya46,Year when Pitmans qualification awarded - 01,dbl+lbl
34y,bcs_2004_followup.dta,1940,b7vlc46,Place where Pitmans qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,1941,b7vfp46,Pitmans qualification done full-time or part-time - 01,dbl+lbl
34y,bcs_2004_followup.dta,1942,b7xva47,(Qual) Pitmans qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1943,b7pitl2,Level of Pitmans qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,1944,b7vcdt47,Whether year when Pitmans qualification awarded is known - 02,dbl+lbl
34y,bcs_2004_followup.dta,1945,b7vya47,Year when Pitmans qualification awarded - 02,dbl+lbl
34y,bcs_2004_followup.dta,1946,b7vlc47,Place where Pitmans qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,1947,b7vfp47,Pitmans qualification done full-time or part-time - 02,dbl+lbl
34y,bcs_2004_followup.dta,1948,b7xva48,(Qual) Pitmans qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1949,b7pitl3,Level of Pitmans qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,1950,b7vcdt48,Whether year when Pitmans qualification awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,1951,b7vya48,Year when Pitmans qualification awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,1952,b7vlc48,Place where Pitmans qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,1953,b7vfp48,Pitmans qualification done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,1954,b7xva49,(Qual) Pitmans qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1955,b7pitl4,Level of Pitmans qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1956,b7vcdt49,Whether year when Pitmans qualification awarded is known - 04,dbl+lbl
34y,bcs_2004_followup.dta,1957,b7vya49,Year when Pitmans qualification awarded - 04,dbl+lbl
34y,bcs_2004_followup.dta,1958,b7vlc49,Place where Pitmans qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1959,b7vfp49,Pitmans qualification done full-time or part-time - 04,dbl+lbl
34y,bcs_2004_followup.dta,1960,b7xva50,(Qual) Pitmans qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1961,b7pitl5,Level of Pitmans qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1962,b7vcdt50,Whether year when Pitmans qualification awarded is known - 05,dbl+lbl
34y,bcs_2004_followup.dta,1963,b7vya50,Year when Pitmans qualification awarded - 05,dbl+lbl
34y,bcs_2004_followup.dta,1964,b7vlc50,Place where Pitmans qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1965,b7vfp50,Pitmans qualification done full-time or part-time - 05,dbl+lbl
34y,bcs_2004_followup.dta,1966,b7vocnvq,Number of NVQ qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,1967,b7xva61,(Qual) NVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1968,b7xvb61,(Qual) NVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1969,b7nvql,Level of NVQ qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,1970,b7vcdt61,Whether year when NVQ qualification awarded is known - 01,dbl+lbl
34y,bcs_2004_followup.dta,1971,b7vya61,Year when NVQ qualification awarded - 01,dbl+lbl
34y,bcs_2004_followup.dta,1972,b7vlc61,Place where NVQ qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,1973,b7vfp61,NVQ qualification done full-time or part-time - 01,dbl+lbl
34y,bcs_2004_followup.dta,1974,b7xva62,(Qual) NVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1975,b7xvb62,(Qual) NVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1976,b7nvql2,Level of NVQ qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,1977,b7vcdt62,Whether year when NVQ qualification awarded is known - 02,dbl+lbl
34y,bcs_2004_followup.dta,1978,b7vya62,Year when NVQ qualification awarded - 02,dbl+lbl
34y,bcs_2004_followup.dta,1979,b7vlc62,Place where NVQ qualification obtained - 02,dbl+lbl
34y,bcs_2004_followup.dta,1980,b7vfp62,NVQ qualification done full-time or part-time - 02,dbl+lbl
34y,bcs_2004_followup.dta,1981,b7xva63,(Qual) NVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1982,b7xvb63,(Qual) NVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1983,b7nvql3,Level of NVQ qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,1984,b7vcdt63,Whether year when NVQ qualification awarded is known - 03,dbl+lbl
34y,bcs_2004_followup.dta,1985,b7vya63,Year when NVQ qualification awarded - 03,dbl+lbl
34y,bcs_2004_followup.dta,1986,b7vlc63,Place where NVQ qualification obtained - 03,dbl+lbl
34y,bcs_2004_followup.dta,1987,b7vfp63,NVQ qualification done full-time or part-time - 03,dbl+lbl
34y,bcs_2004_followup.dta,1988,b7xva64,(Qual) NVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1989,b7nvql4,Level of NVQ qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1990,b7vcdt64,Whether year when NVQ qualification awarded is known - 04,dbl+lbl
34y,bcs_2004_followup.dta,1991,b7vya64,Year when NVQ qualification awarded - 04,dbl+lbl
34y,bcs_2004_followup.dta,1992,b7vlc64,Place where NVQ qualification obtained - 04,dbl+lbl
34y,bcs_2004_followup.dta,1993,b7vfp64,NVQ qualification done full-time or part-time - 04,dbl+lbl
34y,bcs_2004_followup.dta,1994,b7xva65,(Qual) NVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,1995,b7nvql5,Level of NVQ qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1996,b7vcdt65,Whether year when NVQ qualification awarded is known - 05,dbl+lbl
34y,bcs_2004_followup.dta,1997,b7vya65,Year when NVQ qualification awarded - 05,dbl+lbl
34y,bcs_2004_followup.dta,1998,b7vlc65,Place where NVQ qualification obtained - 05,dbl+lbl
34y,bcs_2004_followup.dta,1999,b7vfp65,NVQ qualification done full-time or part-time - 05,dbl+lbl
34y,bcs_2004_followup.dta,2000,b7vocgnq,Number of GNVQ qualifications obtained,dbl+lbl
34y,bcs_2004_followup.dta,2001,b7xva76,(Qual) GNVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2002,b7xvb76,(Qual) GNVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2003,b7gnvl,Level of GNVQ qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,2004,b7vcdt76,Whether year when GNVQ qualification awarded is known - 01,dbl+lbl
34y,bcs_2004_followup.dta,2005,b7vya76,Year when GNVQ qualification awarded - 01,dbl+lbl
34y,bcs_2004_followup.dta,2006,b7vlc76,Place where GNVQ qualification obtained - 01,dbl+lbl
34y,bcs_2004_followup.dta,2007,b7vfp76,GNVQ qualification done full-time or part-time - 01,dbl+lbl
34y,bcs_2004_followup.dta,2008,b7xva77,(Qual) GNVQ qualification subject,dbl+lbl
34y,bcs_2004_followup.dta,2009,b7gnvl2,Level of GNVQ qualification obtained - 02,dbl+lbl
